,name,type,type_id,abv,rating,astringency,body,alcohol,bitter,sweet,sour,salty,fruits,hoppy,spices,malty
251,Nelson Sauvignon (Nelson Sauvin Brut),Bière de Champagne / Bière Brut,27,9.0,4.3,37,27,10,39,86,119,2,111,47,8,22
252,Blanc De Blancs,Bière de Champagne / Bière Brut,27,10.0,4.51,47,27,10,7,87,157,0,96,9,5,17
253,Malheur Bière Brut (Brut Reserve),Bière de Champagne / Bière Brut,27,12.0,4.1,29,45,29,16,91,65,6,79,35,13,47
254,Malheur Brut Noir (Black Chocolate),Bière de Champagne / Bière Brut,27,12.0,4.12,20,78,40,17,124,49,0,95,21,16,70
255,Two Lights,Bière de Champagne / Bière Brut,27,6.7,3.94,58,39,10,28,105,84,1,129,35,8,40
256,Krait Prestige,Bière de Champagne / Bière Brut,27,8.0,3.45,35,31,35,21,104,49,0,62,30,9,72
257,Jubilee,Bière de Champagne / Bière Brut,27,12.0,3.88,43,55,37,27,149,93,4,140,67,49,61
258,Eisenbahn Lust,Bière de Champagne / Bière Brut,27,11.5,3.85,21,48,43,18,109,65,4,67,20,28,62
259,Belle,Bière de Champagne / Bière Brut,27,6.0,3.57,22,18,8,22,58,54,1,59,26,2,45
260,Kasteel Cru,Bière de Champagne / Bière Brut,27,5.2,2.92,35,25,7,22,65,60,3,42,42,3,36
261,Bobasa,Bière de Champagne / Bière Brut,27,6.5,4.17,5,3,0,1,12,21,0,9,0,9,9
262,Kortrijk-dUtsel,Bière de Champagne / Bière Brut,27,8.9,3.49,8,4,5,0,7,11,0,5,0,0,4
263,Sparkling Rose Ale,Bière de Champagne / Bière Brut,27,10.5,3.93,3,5,2,0,12,3,0,11,11,1,3
264,Insel Kreide,Bière de Champagne / Bière Brut,27,5.5,3.74,7,11,6,8,14,20,0,23,18,7,11
265, Enhanced (Final),Bière de Champagne / Bière Brut,27,8.2,3.86,9,10,4,8,25,31,0,28,8,0,5
266,Buzzerkeley Barrel Project - Dry Creek Zinfandel,Bière de Champagne / Bière Brut,27,8.5,4.15,6,4,0,0,8,6,0,5,2,5,1
267,Prost Secco,Bière de Champagne / Bière Brut,27,5.3,3.86,9,4,4,2,21,25,2,40,1,0,12
268,Shamps,Bière de Champagne / Bière Brut,27,12.0,4.18,4,2,0,0,7,6,0,4,0,0,0
269,Šamp - Pivní Sekt,Bière de Champagne / Bière Brut,27,5.0,4.04,10,12,3,10,14,22,0,24,16,3,15
270,Brew Secco,Bière de Champagne / Bière Brut,27,10.5,4.12,4,3,2,1,9,9,0,8,3,3,8
271,Peach Bellini,Bière de Champagne / Bière Brut,27,6.75,4.22,4,0,3,2,2,2,0,5,1,0,2
272,Buzzerkeley Red Label,Bière de Champagne / Bière Brut,27,7.7,3.65,8,9,4,4,31,18,0,24,3,4,9
273,BamaMosa,Bière de Champagne / Bière Brut,27,7.0,3.58,4,0,0,0,4,4,0,8,0,0,0
274,Eisenbahn Lust Prestige,Bière de Champagne / Bière Brut,27,11.5,4.09,2,3,4,1,4,1,0,5,1,0,3
275,8,Bière de Champagne / Bière Brut,27,8.0,3.84,0,0,0,0,0,0,0,0,0,0,0
276,Brut,Bière de Champagne / Bière Brut,27,8.0,3.35,7,9,3,4,13,16,0,16,5,10,5
277,Malheur Extra Brut,Bière de Champagne / Bière Brut,27,11.0,3.95,3,2,8,2,2,0,0,0,4,0,1
278,Kasteel Cru Rose,Bière de Champagne / Bière Brut,27,5.0,2.7,0,1,0,0,4,1,0,7,3,0,0
279,Ferme Framboos,Bière de Champagne / Bière Brut,27,8.0,2.87,2,0,6,4,4,12,0,4,4,0,12
280,Salut!,Bière de Champagne / Bière Brut,27,5.4,3.92,1,1,1,0,0,0,0,1,0,0,1
281,Wäls Brut,Bière de Champagne / Bière Brut,27,11.0,4.16,1,2,2,3,8,12,0,14,5,0,1
282,Chambrew,Bière de Champagne / Bière Brut,27,9.7,3.75,0,0,0,0,0,0,0,0,0,0,0
283,Blackberry BrutBarrel + Beam,Bière de Champagne / Bière Brut,27,11.5,3.67,0,0,0,0,2,2,0,2,0,0,0
284,Drone Witch,Bière de Champagne / Bière Brut,27,6.6,4.74,1,0,1,0,1,0,0,1,2,0,0
285,Tiny Bubbles,Bière de Champagne / Bière Brut,27,4.6,4.05,2,2,0,0,3,10,1,9,0,0,2
286,Double Vienna Brut,Bière de Champagne / Bière Brut,27,11.5,4.32,0,0,0,0,0,0,0,0,0,0,0
287,Bière Brut,Bière de Champagne / Bière Brut,27,6.0,4.25,0,0,0,0,0,0,0,0,0,0,0
288,Barn Teaser,Bière de Champagne / Bière Brut,27,4.6,3.65,0,0,0,0,0,0,0,0,0,0,0
289,Kveik Brut,Bière de Champagne / Bière Brut,27,6.8,4.11,0,0,0,0,0,0,0,0,0,0,0
290,Feral Brut,Bière de Champagne / Bière Brut,27,9.0,4.2,0,0,0,0,0,0,0,0,0,0,0
291,Brut Force,Bière de Champagne / Bière Brut,27,13.5,3.91,0,0,0,0,0,0,0,0,0,0,0
292,Brut La Grande,Bière de Champagne / Bière Brut,27,12.1,4.52,0,0,0,0,0,0,0,0,0,0,0
293,Queen City BrutBarrel + Beam,Bière de Champagne / Bière Brut,27,11.5,3.56,0,0,0,0,0,0,0,0,0,0,0
294,Coco d'Or,Bière de Champagne / Bière Brut,27,8.5,3.43,0,0,0,0,0,0,0,0,0,0,0
295,Bretted Bitter,Bière de Champagne / Bière Brut,27,4.3,3.76,0,0,0,0,0,0,0,0,0,0,0
296,Larkspur,Bière de Champagne / Bière Brut,27,10.5,4.1,2,2,0,0,0,6,0,6,0,0,0
297,In Safe Keeping,Bière de Champagne / Bière Brut,27,7.0,4.0,0,0,0,0,0,0,0,0,0,0,0
298,Rhus,Bière de Champagne / Bière Brut,27,3.39,4.0,2,0,2,0,4,6,0,4,2,0,0
299,Prize Fighter of Hell Creek,Bière de Champagne / Bière Brut,27,8.4,3.97,0,0,0,0,0,0,0,0,0,0,0
300,Summer Love,Blonde Ale - American,43,5.2,3.72,30,19,2,61,17,41,2,48,88,3,38
301,Sweet Action,Blonde Ale - American,43,5.0,3.92,13,38,7,54,39,38,0,40,81,2,50
302,Big Wave Golden Ale,Blonde Ale - American,43,4.4,3.58,9,25,7,31,35,27,2,35,49,0,34
303,Twilight Summer Ale,Blonde Ale - American,43,5.0,3.69,28,37,8,62,48,79,0,82,102,17,100
304,805 Blonde Ale,Blonde Ale - American,43,4.7,3.49,15,16,7,11,34,7,1,8,14,1,42
305,Tire Bite Golden Ale,Blonde Ale - American,43,5.1,3.0,28,34,8,29,31,25,1,19,49,5,54
306,Eureka W/ Citra,Blonde Ale - American,43,4.1,4.28,21,28,8,33,21,69,3,81,26,4,16
307,Export Ale,Blonde Ale - American,43,5.1,3.33,15,41,13,34,45,39,7,35,61,4,85
308,Or Xata,Blonde Ale - American,43,7.2,3.99,13,56,11,14,61,32,1,23,18,93,67
309,Fireman's #4,Blonde Ale - American,43,5.1,3.46,14,17,10,24,26,21,8,26,39,10,36
310, India Pale Ale,Blonde Ale - American,43,5.0,2.62,6,12,4,20,12,2,0,2,28,0,23
311,Samurai Ale,Blonde Ale - American,43,5.1,3.53,36,31,6,43,47,58,3,50,71,4,107
312,Bombshell Blonde,Blonde Ale - American,43,5.25,3.71,29,41,10,28,27,26,5,30,41,6,67
314,Farmhouse Summer Ale,Blonde Ale - American,43,4.6,3.51,12,17,6,28,27,35,4,33,41,14,46
315,Single Chair Golden Ale,Blonde Ale - American,43,5.0,3.36,22,40,10,22,34,45,3,34,50,7,64
316,Walden,Blonde Ale - American,43,4.0,4.24,31,39,4,72,37,75,3,101,97,2,55
317,Bean Flicker,Blonde Ale - American,43,4.5,3.84,21,45,4,107,40,1,1,8,28,22,150
318,Citra Blonde Summer Brew,Blonde Ale - American,43,4.3,3.62,48,42,13,71,22,80,2,97,55,0,45
319,True Blonde Ale,Blonde Ale - American,43,5.3,3.36,27,38,6,31,57,42,1,42,44,7,84
320,Baby Genius Ale,Blonde Ale - American,43,4.0,4.13,30,40,4,60,35,86,1,101,74,3,43
321,Prairie Path Ale,Blonde Ale - American,43,5.1,3.5,24,26,7,43,38,32,1,37,70,7,68
322,Summer Ale,Blonde Ale - American,43,4.4,3.27,16,22,3,25,14,25,6,27,37,1,46
323,Aud Blonde,Blonde Ale - American,43,4.5,3.66,27,38,4,51,27,43,0,36,80,8,49
324,Cross Of Gold,Blonde Ale - American,43,5.0,3.77,34,35,8,58,37,45,3,52,88,6,65
325,Gossamer Golden Ale,Blonde Ale - American,43,4.2,3.75,23,44,9,55,41,54,5,74,97,5,67
326,Heavy Seas - Gold Ale,Blonde Ale - American,43,4.5,3.44,22,31,7,34,33,27,3,31,53,3,61
327,Dallas Blonde,Blonde Ale - American,43,5.2,3.5,12,31,7,21,37,19,6,15,39,6,59
328,Sum'r Summer Ale,Blonde Ale - American,43,4.0,3.49,27,34,6,41,30,48,4,48,61,1,65
329,Eureka W/ Galaxy,Blonde Ale - American,43,4.1,4.23,19,38,6,56,73,77,0,153,70,5,29
330,Rogue Farms Single Malt Ale,Blonde Ale - American,43,5.3,3.67,13,28,7,62,17,24,0,23,83,1,69
331,Fulton Street Blend,Blonde Ale - American,43,5.5,3.85,11,34,8,92,28,15,0,22,35,2,124
332,Summer Honey Ale,Blonde Ale - American,43,4.7,3.38,19,46,18,36,78,24,6,27,73,28,120
333,Ballantine XXX Ale,Blonde Ale - American,43,4.85,3.12,18,41,4,33,27,16,2,14,64,3,51
334,Eureka W/ Mosaic,Blonde Ale - American,43,4.1,4.21,24,38,8,59,37,82,0,142,71,5,32
335,Blonde,Blonde Ale - American,43,5.3,3.3,45,47,5,55,66,49,0,54,82,8,102
336,Molson Export,Blonde Ale - American,43,5.0,2.94,19,31,6,33,30,25,0,18,39,2,43
337,Lonely Blonde,Blonde Ale - American,43,4.8,3.46,26,32,19,32,45,35,4,41,50,4,92
338,Works Of Love: Earl Grey Tea,Blonde Ale - American,43,3.7,4.12,37,36,6,69,30,57,3,82,136,5,26
339,Beer For Drinking (BFD),Blonde Ale - American,43,4.8,3.75,16,28,3,43,23,62,5,62,67,1,33
340,Eureka W/ Nelson,Blonde Ale - American,43,4.1,4.2,30,45,7,55,46,57,5,86,64,14,40
341,Summer Blonde Ale,Blonde Ale - American,43,4.5,3.32,15,23,5,17,21,32,0,34,27,3,44
342,Naughty Nellie,Blonde Ale - American,43,4.7,3.55,22,31,7,51,42,48,2,61,70,9,69
343,Summer Ale,Blonde Ale - American,43,5.4,3.59,32,27,13,53,28,67,2,68,63,4,43
344,Knockout Blonde,Blonde Ale - American,43,5.0,3.99,28,35,16,102,30,64,5,76,148,9,62
345,Blonde Ale,Blonde Ale - American,43,4.6,3.44,19,33,3,36,22,35,1,27,54,3,60
346,Bare Ass Blonde Ale,Blonde Ale - American,43,5.0,3.39,25,30,6,27,32,24,3,24,39,0,66
347,NOLA Blonde AleNew Orleans Lager & Ale Brewing Company (NOLA),Blonde Ale - American,43,4.9,3.51,10,24,7,36,49,52,2,44,52,3,66
348,Alamo Golden Ale,Blonde Ale - American,43,5.1,3.32,21,21,9,29,18,5,1,5,44,4,50
349,Cougar,Blonde Ale - American,43,4.8,3.6,20,25,6,31,18,21,0,13,48,6,54
350,Golden Ale,Blonde Ale - American,43,4.7,3.68,32,34,9,29,26,17,3,17,46,7,48
351,Leffe Blonde,Blonde Ale - Belgian,42,6.6,3.6,14,23,12,13,34,11,0,28,16,22,32
352,Affligem Blond,Blonde Ale - Belgian,42,6.8,3.92,19,28,12,20,47,36,0,38,25,17,41
353,Trappist Westvleteren BlondBrouwerij Westvleteren (Sint-Sixtusabdij van Westvleteren),Blonde Ale - Belgian,42,5.8,4.28,33,46,10,44,40,55,0,70,57,32,46
354,Devotion,Blonde Ale - Belgian,42,6.0,3.89,31,33,10,74,45,49,4,72,112,38,63
355,Grimbergen Blonde,Blonde Ale - Belgian,42,6.7,3.71,11,31,16,19,63,57,2,45,22,25,45
356,Maredsous 6 - Blonde,Blonde Ale - Belgian,42,6.0,3.86,13,38,12,24,66,41,0,54,45,16,66
357,Single Fermented Belgian Golden Ale,Blonde Ale - Belgian,42,6.8,3.92,45,34,14,41,32,52,4,55,53,30,36
358,Saxo,Blonde Ale - Belgian,42,8.0,3.93,17,37,26,24,92,76,3,96,61,24,61
359,La Trappe Blond (Koningshoeven / Dominus),Blonde Ale - Belgian,42,6.5,3.77,23,53,28,28,61,45,0,52,36,25,45
360,Augustijn Blond,Blonde Ale - Belgian,42,7.5,3.73,22,31,28,20,71,40,3,64,28,29,42
361,Rince Cochon,Blonde Ale - Belgian,42,8.5,3.67,13,31,35,18,68,41,2,46,29,23,33
362,Troubadour Blond Ale,Blonde Ale - Belgian,42,6.5,3.99,19,42,21,27,72,52,0,74,49,41,66
363,Kasteel Blond,Blonde Ale - Belgian,42,7.0,3.91,16,29,21,20,50,30,0,42,32,15,42
364,Petrus Blond,Blonde Ale - Belgian,42,6.6,3.53,29,35,13,38,65,68,0,61,60,13,54
365,War Bird,Blonde Ale - Belgian,42,4.5,3.87,25,39,8,67,30,94,6,127,76,28,38
366,Blond,Blonde Ale - Belgian,42,6.0,3.9,33,35,22,28,82,59,0,63,61,33,56
367,St. Feuillien Blonde,Blonde Ale - Belgian,42,7.5,3.91,29,38,20,39,78,65,0,77,63,32,35
368,Lunatic Blonde,Blonde Ale - Belgian,42,6.5,3.88,25,33,14,30,61,57,2,64,52,37,49
369,Blonde Hunny Ale,Blonde Ale - Belgian,42,6.8,3.58,9,26,14,8,74,38,0,35,15,36,55
370,Bink Blond,Blonde Ale - Belgian,42,5.5,3.82,19,46,16,53,73,69,1,57,85,35,67
371,Blond,Blonde Ale - Belgian,42,8.0,3.96,31,52,24,23,79,103,0,85,63,48,71
372,Kapittel Blond,Blonde Ale - Belgian,42,6.5,3.62,26,47,13,33,78,49,1,62,43,26,69
373,Tongerlo Blond,Blonde Ale - Belgian,42,6.0,3.46,15,38,16,27,75,44,5,43,37,34,62
374,Twisted Monkey,Blonde Ale - Belgian,42,5.8,3.62,38,40,16,18,113,83,4,138,49,35,40
375,Via Cordis Abbey Blonde,Blonde Ale - Belgian,42,5.2,3.74,24,23,10,12,56,37,0,40,28,19,34
376,Southside Blonde,Blonde Ale - Belgian,42,5.5,3.79,21,27,9,19,41,49,1,60,39,25,40
377,Paddle Break Blonde,Blonde Ale - Belgian,42,6.0,3.83,15,22,5,17,29,41,2,43,21,19,30
378,Belgian Blonde,Blonde Ale - Belgian,42,5.0,3.45,21,32,10,30,54,50,3,59,45,22,62
379,La Binchoise Blonde TraditionBrasserie La Binchoise (Malterie des Remparts),Blonde Ale - Belgian,42,6.5,3.87,16,43,19,27,82,65,0,79,44,29,39
380,Brunehaut Blonde,Blonde Ale - Belgian,42,6.5,3.52,23,47,15,24,62,47,5,56,54,24,62
381,Steenbrugge Blond,Blonde Ale - Belgian,42,6.5,3.64,18,38,21,28,81,64,0,66,49,35,66
382,Abbaye De Floreffe Blonde,Blonde Ale - Belgian,42,6.3,3.63,17,25,15,33,76,44,3,49,55,30,65
383,Kwaremont Blond,Blonde Ale - Belgian,42,6.6,3.39,8,14,3,13,33,19,1,21,21,9,18
384,Mons Abbey Blonde,Blonde Ale - Belgian,42,7.0,3.75,20,39,26,28,58,51,1,72,48,29,43
385,La Gauloise Blonde,Blonde Ale - Belgian,42,6.3,3.57,27,35,20,27,54,54,4,54,33,34,57
386,Kuka - Blonde,Blonde Ale - Belgian,42,6.5,3.28,1,11,3,9,18,10,0,10,10,7,21
387,Valeir Blond,Blonde Ale - Belgian,42,6.5,3.8,22,34,10,37,89,76,1,71,52,26,72
388,Celestial Blonde Ale,Blonde Ale - Belgian,42,7.0,3.52,13,21,13,17,39,27,0,35,25,16,29
389,'t Smisje Blond,Blonde Ale - Belgian,42,6.0,3.25,11,34,14,21,31,82,0,79,43,15,22
390,De Koninck Blond,Blonde Ale - Belgian,42,6.0,3.51,21,42,20,24,64,54,0,50,41,16,39
391,Wendelinus Blonde,Blonde Ale - Belgian,42,6.8,3.42,16,40,19,26,94,44,0,52,41,36,71
392,Ename Blond,Blonde Ale - Belgian,42,6.5,3.41,12,11,6,9,13,16,0,11,12,2,7
393,Summer Blonde,Blonde Ale - Belgian,42,5.0,3.64,20,12,6,14,27,25,3,28,37,18,42
394,West Sixth Belgian Blonde,Blonde Ale - Belgian,42,6.0,3.85,9,18,6,5,23,25,3,35,10,26,16
395,St. Idesbald Blond,Blonde Ale - Belgian,42,6.0,3.38,20,24,10,21,28,34,0,30,29,14,30
396,Abbaye D'Aulne Blonde Des Pères (Sur Lie) 6°,Blonde Ale - Belgian,42,6.0,3.49,22,44,7,28,60,46,0,45,38,28,31
397,Viven Blond,Blonde Ale - Belgian,42,6.1,3.77,14,27,9,21,51,41,3,57,44,19,28
398,Summer Belgian-Style Blonde Ale,Blonde Ale - Belgian,42,5.5,3.61,32,34,10,25,51,58,0,72,32,43,61
399,Very Very Far,Blonde Ale - Belgian,42,6.0,3.89,17,11,10,12,62,40,0,46,18,19,38
400,Pater Lieven Blond,Blonde Ale - Belgian,42,6.5,3.71,10,18,4,13,27,21,0,21,20,8,16
401,Ayinger Celebrator,Bock - Doppelbock,2,6.7,4.37,7,75,17,48,93,18,1,37,21,11,127
402,Troegenator,Bock - Doppelbock,2,8.2,3.97,11,63,17,16,117,25,0,38,15,10,93
403,Spaten Optimator,Bock - Doppelbock,2,7.6,3.92,9,43,16,23,93,15,1,42,21,9,111
404,Salvator,Bock - Doppelbock,2,7.9,3.95,10,31,19,21,75,17,1,24,20,4,86
405,Korbinian,Bock - Doppelbock,2,7.4,4.21,14,72,11,30,92,20,0,50,11,13,127
406,Samichlaus Classic Bier,Bock - Doppelbock,2,14.0,4.09,6,52,57,16,138,18,0,58,14,10,104
407,Samuel Adams Double Bock (Imperial Series)Boston Beer Company (Samuel Adams),Bock - Doppelbock,2,9.5,3.96,4,30,37,22,87,25,1,38,15,15,92
408,Consecrator,Bock - Doppelbock,2,8.0,3.85,4,66,31,29,93,15,1,37,26,9,125
409,Andechser Doppelbock Dunkel,Bock - Doppelbock,2,7.1,4.31,7,71,20,31,100,21,1,55,31,7,140
410,Birra Moretti La RossaBirra Moretti (Heineken),Bock - Doppelbock,2,7.2,3.66,11,39,20,20,55,14,0,21,22,8,86
411,Perkulator Coffee Dopplebock,Bock - Doppelbock,2,7.0,3.75,5,62,19,124,54,6,1,8,23,19,192
412,EKU 28,Bock - Doppelbock,2,11.0,4.0,10,44,65,26,107,25,2,43,21,9,78
413,Liberator Doppelbock,Bock - Doppelbock,2,8.5,4.24,5,63,40,53,98,23,0,45,40,9,114
414,Augustiner Bräu Maximator,Bock - Doppelbock,2,7.5,3.95,10,61,16,22,104,29,1,55,40,23,125
415,Smuttynose S'muttonator (Heritage Series),Bock - Doppelbock,2,8.2,4.05,13,62,36,25,93,17,0,37,36,16,100
416,Butthead Doppelbock,Bock - Doppelbock,2,8.2,3.69,12,69,47,26,115,51,2,52,30,5,119
417,Autumnal Fire,Bock - Doppelbock,2,7.8,4.07,7,72,31,32,118,30,0,52,28,11,158
418,Weltenburger Kloster Asam-Bock,Bock - Doppelbock,2,6.9,4.13,6,67,22,30,102,11,1,42,18,9,148
419,Wasatch The Devastator Double Bock,Bock - Doppelbock,2,8.0,3.69,7,53,21,19,120,28,4,56,27,13,123
420,St. Victorious,Bock - Doppelbock,2,7.6,4.08,8,70,11,30,100,28,0,43,30,22,135
421,Urbock 23°,Bock - Doppelbock,2,9.6,3.65,8,54,49,15,97,18,0,25,19,4,75
422,Voodoovator,Bock - Doppelbock,2,9.5,3.53,15,89,25,62,127,18,2,60,48,4,165
423,Saxonator Dunkles Doppelbock,Bock - Doppelbock,2,8.5,3.99,10,106,31,33,121,27,0,72,27,21,144
424,Doppel-Hirsch,Bock - Doppelbock,2,7.2,3.87,8,46,18,35,112,22,0,54,29,7,105
425,Josephs Brau Winter Brew,Bock - Doppelbock,2,7.5,3.58,11,44,21,30,75,15,1,25,29,28,85
426,Duck-Rabbator,Bock - Doppelbock,2,8.5,4.02,13,64,20,26,116,27,0,44,29,15,127
427,Troegenator - Bourbon Barrel-Aged,Bock - Doppelbock,2,11.5,4.18,12,65,93,13,86,16,2,38,13,31,147
428,Ettaler Curator Dunkler Doppelbock (US Import Version),Bock - Doppelbock,2,9.0,3.96,18,62,23,20,130,28,0,74,3,6,126
429,Blonde Doppelbock,Bock - Doppelbock,2,7.8,3.87,7,77,58,31,109,39,0,46,36,10,123
430,Snow Blind Doppelbock,Bock - Doppelbock,2,7.7,3.64,5,43,14,11,71,17,1,27,6,10,81
431,Doppelbock Dunkel,Bock - Doppelbock,2,8.5,3.74,9,49,42,50,89,17,0,34,39,17,104
432,Tucher Bajuvator Doppelbock,Bock - Doppelbock,2,7.2,4.13,15,87,37,58,152,42,0,72,47,8,172
433,Dark Heathen Triple Bock,Bock - Doppelbock,2,12.5,3.9,6,100,69,32,216,43,0,124,13,16,157
434,Winter Bock,Bock - Doppelbock,2,7.5,3.71,5,59,14,18,91,10,0,20,14,16,113
435,Deep Water Dopplebock,Bock - Doppelbock,2,7.0,3.54,9,57,17,35,69,11,0,20,23,8,116
436,Doppelbock Grande Cuvée Printemps,Bock - Doppelbock,2,8.6,4.2,11,77,38,34,154,37,0,87,28,19,129
437,Lobotomy Bock,Bock - Doppelbock,2,10.5,3.08,6,55,31,21,58,9,1,17,16,5,78
438,Sled Dog Dopplebock,Bock - Doppelbock,2,8.5,3.72,8,57,20,27,135,23,0,65,29,14,115
439,Primátor Double Bock Beer,Bock - Doppelbock,2,10.5,3.49,10,43,35,29,136,26,0,54,23,7,76
440,Icelandic DoppelbockEinstök Ölgerð (Einstök Beer Company),Bock - Doppelbock,2,6.7,3.68,18,96,29,49,131,16,0,42,55,7,187
441,Dopple Bock,Bock - Doppelbock,2,7.85,3.86,6,42,27,24,83,23,0,37,25,15,83
442,St. Nikolaus Bock Bier - Brewer's Reserve,Bock - Doppelbock,2,8.5,4.19,19,82,25,32,130,31,0,61,27,26,130
443,Double Skull,Bock - Doppelbock,2,9.0,3.72,18,65,22,32,85,14,0,23,49,13,129
444,Emancipator Doppelbock,Bock - Doppelbock,2,7.0,3.8,17,60,17,23,104,27,0,32,35,11,128
445,Winter-Bock,Bock - Doppelbock,2,7.5,3.83,9,54,27,39,94,17,0,54,44,7,92
446,Granitbock,Bock - Doppelbock,2,7.3,3.75,16,52,15,29,85,30,0,37,22,10,107
447,Henry's Farm Double Bock,Bock - Doppelbock,2,7.8,3.83,10,52,28,45,137,33,3,51,51,13,156
448,Double Vision Doppelbock,Bock - Doppelbock,2,8.0,4.18,11,82,26,37,95,32,0,46,26,24,132
449,Massacre,Bock - Doppelbock,2,14.5,4.08,8,92,91,29,103,13,1,46,13,21,127
450,Fireman's Brew Brunette Beer,Bock - Doppelbock,2,8.0,3.58,9,119,20,57,101,21,0,29,37,0,147
451,Schneider Aventinus Eisbock,Bock - Eisbock,3,12.0,4.29,14,47,60,26,118,29,0,85,14,18,85
452,Raspberry Eisbock,Bock - Eisbock,3,15.5,4.43,11,58,30,13,168,36,0,99,9,6,90
453,Eisbock,Bock - Eisbock,3,9.2,4.14,7,55,37,25,76,15,0,47,17,7,106
454,Winter Wonder Lager,Bock - Eisbock,3,13.0,3.92,8,66,78,25,175,46,0,88,16,27,130
455,Hermannator,Bock - Eisbock,3,9.5,3.98,3,67,41,39,94,25,0,48,24,8,125
456,Ramstein Winter Wheat Eisbock,Bock - Eisbock,3,11.5,4.38,14,79,63,18,105,41,0,106,9,39,114
457,Schneider Weisse Tap X Aventinus Eisbock Barrique,Bock - Eisbock,3,12.0,3.88,17,67,40,7,105,48,1,78,6,18,57
458,Granitbock Ice,Bock - Eisbock,3,11.5,3.96,9,49,46,23,150,45,1,82,10,8,110
459,Double Ice Bock,Bock - Eisbock,3,18.0,4.01,15,59,79,15,171,49,0,77,13,10,119
460,Fire And Eisbock,Bock - Eisbock,3,10.0,3.72,6,14,13,5,39,17,0,17,3,0,40
461,Schnee Boot,Bock - Eisbock,3,13.0,4.16,2,56,87,13,94,24,0,52,3,31,111
462,Eisbock (Congelator),Bock - Eisbock,3,9.4,3.67,12,58,46,23,124,33,1,54,28,10,92
463,Freeze Ray,Bock - Eisbock,3,10.24,3.6,3,11,3,1,7,1,0,1,0,1,14
464,Schorschbock Ice 13,Bock - Eisbock,3,13.0,3.8,2,15,15,4,36,17,0,27,2,7,16
465, Schorschbock 31%,Bock - Eisbock,3,30.86,3.34,4,5,14,2,16,6,0,10,2,4,10
466,La Félix,Bock - Eisbock,3,11.9,3.76,1,5,8,8,21,4,0,8,6,0,8
467,G'froren's Iced IPA: Saphir,Bock - Eisbock,3,11.4,3.82,2,2,3,4,5,5,0,6,4,0,1
468,Eisbock (Ice Bock),Bock - Eisbock,3,10.0,4.49,0,5,6,3,5,3,0,4,1,0,10
469,Bourbon Barrel Aged Eisbock,Bock - Eisbock,3,10.5,4.0,2,6,10,0,7,4,0,5,0,1,16
470,Shiva's Wrath,Bock - Eisbock,3,9.0,3.7,0,0,0,0,0,0,0,0,0,0,0
471,Imperial Bock,Bock - Eisbock,3,12.5,3.83,0,2,4,3,9,3,0,3,3,1,8
472,Layer Up,Bock - Eisbock,3,5.5,3.88,0,2,0,0,0,0,0,0,0,2,2
473,Faust Holzfassgereifter Eisbock,Bock - Eisbock,3,11.0,4.13,0,3,4,2,16,2,0,6,2,0,13
474,Caraquet Flyer,Bock - Eisbock,3,8.5,3.83,2,4,4,1,6,1,0,5,3,3,4
475, Schorschbock 57%,Bock - Eisbock,3,57.5,2.97,0,7,17,3,9,6,0,10,0,2,4
476,Störtebeker Eis-Lager,Bock - Eisbock,3,9.8,3.26,0,3,2,1,5,2,0,2,1,0,6
477,Eisbock,Bock - Eisbock,3,12.0,3.79,3,7,14,2,31,9,0,16,0,6,17
478,Texas Ice Bock,Bock - Eisbock,3,10.5,4.26,0,1,1,2,1,0,0,0,0,0,1
479,Bad Santa,Bock - Eisbock,3,12.0,4.24,2,5,11,4,10,7,0,7,3,3,6
480,Eis Instigator,Bock - Eisbock,3,10.5,4.01,0,12,6,5,13,3,0,7,3,2,20
481,Ijsbok HoutStichting Noordhollandse Alternatieve Bierbrouwers (SNAB),Bock - Eisbock,3,9.0,3.49,0,0,0,0,0,0,0,0,0,0,0
482,Störtebeker Nordik Porter,Bock - Eisbock,3,9.1,3.86,0,0,0,0,0,0,0,0,0,0,0
483,Eis Eis Baby,Bock - Eisbock,3,10.7,3.88,0,0,0,0,0,0,0,0,0,0,0
484,Four Years Dessert,Bock - Eisbock,3,18.0,3.59,0,0,0,0,0,0,0,0,0,0,0
485,Smooth Like Jazz,Bock - Eisbock,3,14.0,4.41,0,14,17,7,22,6,0,10,11,0,18
486,G'froren's Iced IPA: Aurora,Bock - Eisbock,3,11.4,3.87,0,0,0,0,0,0,0,0,0,0,0
487,G'froren's Iced IPA: Mandarina Bavaria,Bock - Eisbock,3,11.4,4.15,0,0,0,0,0,0,0,0,0,0,0
488,Balinatoreised,Bock - Eisbock,3,11.0,4.49,3,1,5,6,1,0,0,0,3,0,14
489,Ex-girlfriend,Bock - Eisbock,3,11.5,3.99,0,0,0,0,0,0,0,0,0,0,0
490,Störtebeker Arktik Ale,Bock - Eisbock,3,8.5,3.28,0,0,0,0,0,0,0,0,0,0,0
491,Ganonoque Eisbock,Bock - Eisbock,3,6.0,4.07,0,0,0,0,0,0,0,0,0,0,0
492,Devil's Advocate,Bock - Eisbock,3,13.0,3.88,0,3,10,0,4,2,0,7,0,1,0
493,Ex-Girlfriend BA Ruby Port & Jamaican Rum,Bock - Eisbock,3,11.3,4.1,0,0,0,0,0,0,0,0,0,0,0
